,jobid,machine,date,sim type,nt,pauli twirling,dynamic decoupling,epsilon,mass,counts bare,counts mitigated
34,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 604, '0x1': 194, '0x2': 78, '0x3': 205, '0x4': 195, '0x5': 469, '0x6': 182, '0x7': 73}","{'0x0': 0.3310987522166776, '0x1': 0.025577058415397494, '0x2': 0.0055051885714453306, '0x3': 0.1625390515042758, '0x4': 0.041860182312636725, '0x5': 0.26684862243990354, '0x6': 0.14563418522991375, '0x7': 0.020936959309749665}"
35,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 541, '0x1': 202, '0x2': 60, '0x3': 216, '0x4': 202, '0x5': 500, '0x6': 221, '0x7': 58}","{'0x0': 0.30004940560498683, '0x1': 0.026193600983466625, '0x2': -0.0068187309669078605, '0x3': 0.1725469899605376, '0x4': 0.03149837420324622, '0x5': 0.2920754690251502, '0x6': 0.18075025746785664, '0x7': 0.003704633721663736}"
36,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 518, '0x1': 215, '0x2': 80, '0x3': 176, '0x4': 183, '0x5': 552, '0x6': 220, '0x7': 56}","{'0x0': 0.2790228738764713, '0x1': 0.04724296360318412, '0x2': 0.013710110133789892, '0x3': 0.13614913161748646, '0x4': 0.01901693785628657, '0x5': 0.325596345543179, '0x6': 0.18149404025708246, '0x7': -0.002232402887479792}"
37,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 594, '0x1': 212, '0x2': 95, '0x3': 201, '0x4': 171, '0x5': 499, '0x6': 160, '0x7': 68}","{'0x0': 0.31905583564221207, '0x1': 0.03729598916513778, '0x2': 0.022006471290521714, '0x3': 0.15745408505573077, '0x4': 0.03424519357646799, '0x5': 0.2876081098213104, '0x6': 0.12804391985466676, '0x7': 0.014290395593952518}"
38,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 490, '0x1': 208, '0x2': 90, '0x3': 168, '0x4': 213, '0x5': 546, '0x6': 205, '0x7': 80}","{'0x0': 0.25772590082982066, '0x1': 0.04688532005015158, '0x2': 0.025649588967780024, '0x3': 0.1284334643969129, '0x4': 0.043732753294010704, '0x5': 0.31246188663187796, '0x6': 0.16453980457303383, '0x7': 0.020571281256412388}"
39,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 565, '0x1': 202, '0x2': 90, '0x3': 205, '0x4': 170, '0x5': 534, '0x6': 174, '0x7': 60}","{'0x0': 0.30399338184783486, '0x1': 0.029069966522929536, '0x2': 0.01930795609248617, '0x3': 0.1623128282221498, '0x4': 0.027781508864176827, '0x5': 0.3127815163914325, '0x6': 0.14109717234647565, '0x7': 0.003655669712514702}"
40,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 482, '0x1': 236, '0x2': 87, '0x3': 180, '0x4': 173, '0x5': 556, '0x6': 209, '0x7': 77}","{'0x0': 0.25466842038316556, '0x1': 0.059398949320164464, '0x2': 0.02308079375906209, '0x3': 0.13686409092171947, '0x4': 0.017220900708198372, '0x5': 0.32036008123682325, '0x6': 0.17167527295678756, '0x7': 0.016731490714079204}"
41,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 530, '0x1': 205, '0x2': 87, '0x3': 176, '0x4': 190, '0x5': 513, '0x6': 234, '0x7': 65}","{'0x0': 0.28398965313863733, '0x1': 0.04228073117104561, '0x2': 0.01824975012535454, '0x3': 0.13635880070123976, '0x4': 0.01931044074556135, '0x5': 0.2978257683513492, '0x6': 0.19297297756721032, '0x7': 0.00901187819960189}"
42,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 558, '0x1': 205, '0x2': 69, '0x3': 195, '0x4': 176, '0x5': 510, '0x6': 220, '0x7': 67}","{'0x0': 0.30745490337253367, '0x1': 0.0351210906032068, '0x2': 0.0002460026334660204, '0x3': 0.15337491866651715, '0x4': 0.015538560588054492, '0x5': 0.29536529891605856, '0x6': 0.18170786822879934, '0x7': 0.01119135699136397}"
43,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 592, '0x1': 189, '0x2': 90, '0x3': 197, '0x4': 154, '0x5': 516, '0x6': 191, '0x7': 71}","{'0x0': 0.321052222598068, '0x1': 0.0242680251519284, '0x2': 0.016608973585395762, '0x3': 0.1559241486202386, '0x4': 0.01212800817233202, '0x5': 0.29786309938902694, '0x6': 0.15728601641237114, '0x7': 0.014869506070639218}"
